,0
1907,0.46875
1908,0.46875
1909,0.46875
1910,0.46875
1911,0.46875
1912,0.46875
1913,0.46875
1914,0.46875
1915,0.46875
1916,0.46875
1917,0.15625
1918,0.15625
1919,0.15625
1920,0.15625
1921,0.15625
1922,0.15625
1923,0.3125
1924,0.3125
1925,0.15625
1926,0.15625
1927,0.15625
1928,0.15625
1929,0.15625
1930,0.15625
1931,0.15625
1932,0.15625
1933,0.15625
1934,0.15625
1935,0.15625
1936,0.15625
1937,0.15625
1938,0.15625
1939,0.15625
1940,0.15625
1941,0.15625
1942,0.15625
1943,0.3125
1944,0.3125
1945,0.3125
1946,0.15625
1947,0.3125
1948,0.3125
1949,0.15625
1950,0.15625
1951,0.15625
1952,0.15625
1953,0.46875
1954,0.46875
1955,0.46875
1956,0.46875
1957,0.15625
1958,0.15625
1959,0.15625
1960,0.15625
1961,0.3125
1962,0.3125
1963,0.3125
1964,0.3125
1965,0.3125
1966,0.3125
1967,0.3125
1968,0.3125
1969,0.3125
1970,0.46875
1971,0.625
1972,0.46875
1973,0.46875
1974,0.3125
1975,0.3125
1976,0.15625
1977,0.15625
1978,0.15625
1979,0.15625
1980,0.15625
1981,0.15625
1982,0.15625
1983,0.15625
1984,0.15625
1985,0.15625
1986,0.15625
1987,0.3125
1988,0.9375
1989,0.78125
1990,0.78125
1991,0.78125
1992,0.625
1993,0.3125
1994,0.625
1995,0.625
1996,0.3125
1997,0.78125
1998,0.78125
1999,0.78125
2000,0.625
2001,0.625
2002,0.625
2003,0.46875
2004,0.46875
2005,0.46875
2006,0.46875
2007,0.3125
2008,0.3125
2009,0.3125
2010,0.3125
2011,0.15625
2012,0.15625
2013,0.15625
2014,0.625
2015,0.625
2016,0.625
2017,0.625
2018,0.625
2019,0.625
2020,0.625
2021,0.625
2022,0.46875
2023,0.46875
2024,0.46875
2025,0.46875
2026,0.46875
2027,0.3125
2028,0.3125
2029,0.3125
2030,0.3125
2031,0.78125
2032,0.78125
2033,0.46875
2034,0.46875
2035,0.46875
2036,0.46875
2037,0.46875
2038,0.3125
2039,0.3125
2040,0.3125
2041,0.3125
2042,0.3125
2043,0.46875
2044,0.46875
2045,0.46875
2046,0.46875
2047,0.46875
2048,0.46875
2049,0.46875
2050,0.46875
2051,0.625
2052,0.46875
2053,0.46875
2054,0.46875
2055,0.46875
2056,0.15625
2057,0.15625
2058,0.3125
2059,0.3125
2060,0.15625
2061,0.15625
2062,0.15625
2063,0.15625
2064,0.15625
2065,0.15625
2066,0.15625
2067,0.15625
2068,0.15625
2069,0.15625
2070,0.15625
2071,0.15625
2072,0.15625
2073,0.15625
2074,0.15625
2075,0.15625
2076,0.15625
2077,0.15625
2078,0.15625
2079,0.15625
2080,0.15625
2081,0.15625
2082,0.15625
2083,0.15625
2084,0.15625
2085,0.15625
2086,0.15625
2087,0.15625
2088,0.15625
2089,0.15625
2090,0.3125
2091,0.3125
2092,0.3125
2093,0.3125
2094,0.3125
2095,0.15625
2096,0.3125
2097,0.3125
2098,0.15625
2099,0.3125
2100,0.3125
2101,0.15625
2102,0.15625
2103,0.3125
2104,0.3125
2105,0.46875
2106,0.46875
2107,0.46875
2108,0.15625
2109,0.15625
2110,0.15625
2111,0.46875
2112,0.46875
2113,0.46875
2114,0.46875
2115,0.15625
2116,0.15625
2117,0.15625
2118,0.15625
2119,0.15625
2120,0.15625
2121,0.15625
2122,0.15625
2123,0.15625
2124,0.15625
2125,0.15625
2126,0.15625
2127,0.15625
2128,0.15625
2129,0.15625
2130,0.15625
2131,0.78125
2132,0.78125
2133,0.9375
2134,0.15625
2135,0.15625
2136,0.46875
2137,0.46875
2138,0.46875
2139,0.625
2140,0.625
2141,0.625
2142,0.625
2143,0.625
2144,0.625
2145,0.625
2146,0.625
2147,0.9375
2148,0.9375
2149,0.9375
2150,0.9375
2151,0.9375
2152,0.9375
2153,0.9375
2154,0.46875
2155,0.46875
2156,1.5625
2157,0.46875
2158,1.5625
2159,0.625
2160,0.625
2161,0.625
2162,0.625
2163,0.625
2164,0.46875
2165,0.46875
2166,0.46875
2167,0.46875
2168,0.46875
2169,0.46875
2170,0.46875
2171,0.625
2172,0.625
2173,0.625
2174,0.625
2175,0.625
2176,0.625
2177,0.78125
2178,0.9375
2179,0.9375
2180,0.9375
2181,0.9375
2182,0.46875
2183,0.46875
2184,0.9375
2185,0.9375
2186,0.9375
2187,0.9375
2188,0.15625
2189,0.15625
2190,0.15625
2191,0.15625
2192,0.15625
2193,0.15625
2194,0.15625
2195,0.3125
2196,0.3125
2197,0.3125
2198,0.3125
2199,0.3125
2200,0.3125
2201,0.3125
2202,0.3125
2203,0.3125
2204,0.3125
2205,0.3125
2206,0.46875
2207,0.46875
2208,0.15625
2209,0.46875
2210,0.46875
2211,0.46875
2212,0.15625
2213,0.15625
2214,0.3125
2215,0.3125
2216,0.3125
2217,0.3125
2218,0.3125
2219,0.3125
2220,0.15625
2221,0.15625
2222,0.3125
2223,0.15625
2224,0.15625
2225,0.15625
2226,0.15625
2227,0.15625
2228,0.15625
2229,0.15625
2230,0.15625
2231,0.15625
2232,0.15625
2233,0.15625
2234,0.15625
2235,0.15625
2236,0.15625
2237,0.15625
2238,0.15625
2239,0.15625
2240,0.15625
2241,0.15625
2242,0.15625
2243,0.15625
2244,0.15625
2245,0.15625
2246,0.15625
2247,0.15625
2248,0.3125
2249,0.3125
2250,0.15625
2251,0.3125
2252,0.15625
2253,0.15625
2254,0.15625
2255,0.15625
2256,0.15625
2257,0.15625
2258,0.15625
2259,0.3125
2260,0.3125
2261,0.3125
2262,0.3125
2263,0.15625
2264,0.15625
2265,0.15625
2266,0.15625
2267,0.3125
2268,0.3125
2269,0.3125
2270,0.3125
2271,0.625
2272,0.625
2273,0.625
2274,0.625
2275,0.3125
2276,0.3125
2277,0.3125
2278,0.15625
2279,0.15625
2280,0.3125
2281,0.15625
2282,0.15625
2283,0.15625
2284,0.3125
2285,0.15625
2286,0.15625
2287,0.15625
2288,0.15625
2289,0.15625
2290,0.15625
2291,0.3125
2292,0.15625
2293,0.15625
2294,0.15625
2295,0.15625
2296,0.15625
2297,0.15625
2298,0.15625
2299,0.15625
2300,0.15625
2301,0.15625
2302,0.15625
2303,0.15625
2304,0.15625
2305,0.15625
2306,0.15625
2307,0.15625
2308,0.15625
2309,0.15625
2310,0.15625
2311,0.9375
2312,0.625
2313,0.625
2314,0.625
2315,0.78125
2316,0.78125
2317,0.15625
2318,0.15625
2319,0.625
2320,0.625
2321,0.625
2322,0.625
2323,0.625
2324,0.9375
2325,0.9375
2326,0.46875
2327,0.46875
2328,0.46875
2329,0.625
2330,0.625
2331,0.9375
2332,0.9375
2333,0.9375
2334,0.9375
2335,0.15625
2336,0.15625
2337,0.15625
2338,0.15625
2339,0.15625
2340,0.15625
2341,0.15625
2342,0.3125
2343,0.3125
2344,0.3125
2345,0.46875
2346,0.46875
2347,0.3125
2348,0.3125
2349,0.46875
2350,0.46875
2351,0.46875
2352,0.46875
2353,0.46875
2354,0.46875
2355,0.46875
2356,0.3125
2357,0.3125
2358,0.3125
2359,0.3125
2360,0.3125
2361,0.15625
2362,0.15625
2363,0.15625
2364,0.15625
2365,0.15625
2366,0.15625
2367,0.15625
2368,0.15625
2369,0.3125
2370,0.3125
2371,0.3125
2372,0.3125
2373,0.46875
2374,0.46875
2375,0.46875
2376,0.46875
2377,0.46875
2378,0.3125
2379,0.3125
2380,0.3125
2381,0.3125
2382,0.3125
2383,0.15625
2384,0.15625
2385,0.3125
2386,0.3125
2387,0.15625
2388,0.3125
2389,0.15625
2390,0.15625
2391,0.15625
2392,0.15625
2393,0.15625
2394,0.15625
2395,0.15625
2396,0.15625
2397,0.15625
2398,0.15625
2399,0.15625
2400,0.15625
2401,0.15625
2402,0.15625
2403,0.15625
2404,0.15625
2405,0.15625
2406,0.15625
2407,0.15625
2408,0.15625
2409,0.15625
2410,0.15625
2411,0.15625
2412,0.15625
2413,0.15625
2414,0.15625
2415,0.15625
2416,0.15625
2417,0.15625
2418,0.3125
2419,0.3125
2420,0.3125
2421,0.3125
2422,0.3125
2423,0.46875
2424,0.46875
2425,0.46875
2426,0.15625
2427,0.15625
2428,0.15625
2429,0.15625
2430,0.15625
2431,0.3125
2432,0.3125
2433,0.3125
2434,0.3125
2435,0.3125
2436,0.46875
2437,0.46875
2438,0.46875
2439,0.46875
2440,0.46875
2441,0.625
2442,0.625
2443,0.625
2444,0.625
2445,0.625
2446,0.3125
2447,0.3125
2448,0.3125
2449,0.3125
2450,0.3125
2451,0.3125
2452,0.3125
2453,0.3125
2454,0.3125
2455,0.3125
2456,0.3125
2457,0.3125
2458,0.3125
2459,0.3125
2460,0.78125
2461,0.3125
2462,0.78125
2463,0.3125
2464,0.46875
2465,0.46875
2466,0.15625
2467,0.15625
2468,0.15625
2469,0.46875
2470,0.46875
2471,0.46875
2472,0.3125
2473,0.3125
2474,0.3125
2475,0.3125
2476,0.3125
2477,0.625
2478,0.625
2479,0.78125
2480,0.78125
2481,0.78125
2482,0.46875
2483,0.46875
2484,0.46875
2485,0.46875
2486,0.46875
2487,0.625
2488,0.46875
2489,0.625
2490,0.46875
2491,0.46875
2492,0.46875
2493,0.46875
2494,0.46875
2495,0.46875
2496,0.3125
2497,0.3125
2498,0.3125
2499,0.3125
2500,0.3125
2501,0.3125
2502,0.46875
2503,0.46875
2504,0.46875
2505,0.46875
2506,0.46875
2507,0.46875
2508,0.46875
2509,0.625
2510,0.46875
2511,0.46875
2512,0.46875
2513,0.46875
2514,0.625
2515,0.46875
2516,0.46875
2517,0.46875
2518,0.46875
2519,0.46875
2520,0.46875
2521,0.46875
2522,0.46875
2523,0.46875
2524,0.15625
2525,0.15625
2526,0.15625
2527,0.15625
2528,0.15625
2529,0.15625
2530,0.15625
2531,0.15625
2532,0.15625
2533,0.3125
2534,0.3125
2535,0.15625
2536,0.3125
2537,0.46875
2538,0.46875
2539,0.46875
2540,0.46875
2541,0.46875
2542,0.15625
2543,0.15625
2544,0.15625
2545,0.15625
2546,0.15625
2547,0.46875
2548,0.15625
2549,0.15625
2550,0.15625
2551,0.15625
2552,0.15625
2553,0.15625
2554,0.15625
2555,0.15625
2556,0.15625
2557,0.15625
2558,0.15625
2559,0.15625
2560,0.15625
2561,0.15625
2562,0.15625
2563,0.15625
2564,0.15625
2565,0.15625
2566,0.15625
2567,0.15625
2568,0.15625
2569,0.15625
2570,0.15625
2571,0.15625
2572,0.15625
2573,0.3125
2574,0.15625
2575,0.15625
2576,0.15625
2577,0.15625
2578,0.15625
2579,0.15625
2580,0.15625
2581,0.15625
2582,0.15625
2583,0.15625
2584,0.15625
2585,0.15625
2586,0.15625
2587,0.15625
2588,0.15625
2589,0.15625
2590,0.15625
2591,0.15625
2592,0.15625
2593,0.15625
2594,0.15625
2595,0.15625
2596,0.15625
2597,0.15625
2598,0.15625
2599,0.15625
2600,0.15625
2601,0.3125
2602,0.3125
2603,0.15625
2604,0.3125
2605,0.15625
2606,0.3125
2607,0.3125
2608,0.3125
2609,0.3125
2610,0.15625
2611,0.15625
2612,0.15625
2613,0.15625
2614,0.15625
2615,0.15625
2616,0.15625
2617,0.78125
2618,0.78125
2619,0.78125
2620,0.78125
2621,0.625
2622,0.9375
2623,0.46875
2624,0.46875
2625,0.625
2626,0.625
2627,0.625
2628,0.625
2629,0.625
2630,0.625
2631,0.625
2632,0.625
2633,0.625
2634,0.46875
2635,0.46875
2636,0.15625
2637,0.15625
2638,0.3125
2639,0.3125
2640,0.3125
2641,0.3125
2642,0.15625
2643,0.15625
2644,0.15625
2645,0.15625
2646,0.15625
2647,0.15625
2648,0.15625
2649,0.15625
2650,0.15625
2651,0.15625
2652,0.15625
2653,0.46875
2654,0.46875
2655,0.46875
2656,0.46875
2657,0.46875
2658,0.46875
2659,0.46875
2660,0.46875
2661,0.3125
2662,0.3125
2663,0.3125
2664,0.3125
2665,0.3125
2666,0.15625
2667,0.15625
2668,0.15625
2669,0.625
2670,0.15625
2671,0.15625
2672,0.15625
2673,0.15625
2674,0.3125
2675,0.3125
2676,0.3125
2677,0.15625
2678,0.15625
2679,0.3125
2680,0.15625
2681,0.3125
2682,0.15625
2683,0.15625
2684,0.3125
2685,0.3125
2686,0.3125
2687,0.3125
2688,0.15625
2689,0.15625
2690,0.15625
2691,0.15625
2692,0.15625
2693,0.15625
2694,0.15625
2695,0.15625
2696,0.15625
2697,0.15625
2698,0.15625
2699,0.15625
2700,0.15625
2701,0.15625
2702,0.3125
2703,0.3125
2704,0.15625
2705,0.15625
2706,0.15625
2707,0.15625
2708,0.15625
2709,0.3125
2710,0.3125
2711,0.3125
2712,0.3125
2713,0.15625
2714,0.15625
2715,0.15625
2716,0.15625
2717,0.15625
2718,0.15625
2719,0.15625
2720,0.15625
2721,0.15625
2722,0.15625
2723,0.15625
2724,0.3125
2725,0.15625
2726,0.3125
2727,0.15625
2728,0.15625
2729,0.15625
2730,0.15625
2731,0.3125
2732,0.3125
2733,0.15625
2734,0.15625
2735,0.46875
2736,0.46875
2737,0.46875
2738,0.46875
2739,0.15625
2740,0.15625
2741,0.15625
2742,0.15625
2743,0.15625
2744,0.15625
2745,0.15625
2746,0.15625
2747,0.3125
2748,0.15625
2749,0.3125
2750,0.3125
2751,0.3125
2752,0.3125
2753,0.15625
2754,0.15625
2755,0.15625
2756,0.15625
2757,0.15625
2758,0.3125
2759,0.3125
